id,character_id,emotion,text_zh,text_ja,safe_version,condition,interaction_type
f0_020,forum_post,,【巴别塔】我的抗药性说不定能申请个什么记录。奖品最好是睡着。,【巴别塔】我的抗药性说不定能申请个什么记录。奖品最好是睡着。,抗药性。,,
f0_021,narrator,,城市边缘的塔露出来。比照片里更细。更不讲理。,城市边缘的塔露出来。比照片里更细。更不讲理。,塔露出来。,,
f0_022,forum_post,,【巴别塔】我快不能呼吸了。但键盘还可以。键盘替我呼吸。,【巴别塔】我快不能呼吸了。但键盘还可以。键盘替我呼吸。,键盘替我呼吸。,,
f0_023,narrator,,她没有抬头。只看着自己的鞋尖。,她没有抬头。只看着自己的鞋尖。,看鞋尖。,,
f0_024,forum_post,,【巴别塔】相信死后的世界。因为死前的世界经常加载失败。,【巴别塔】相信死后的世界。因为死前的世界经常加载失败。,加载失败。,,
f0_025,narrator,,一辆早班车从远处开过。车窗里全是没睡醒的脸。,一辆早班车从远处开过。车窗里全是没睡醒的脸。,早班车。,,
f0_026,forum_post,,【巴别塔】一分又一秒融化在胃里头。时间应该标注保质期。,【巴别塔】一分又一秒融化在胃里头。时间应该标注保质期。,时间融化。,,
f0_027,narrator,,她的肚子没有再叫。像已经退出这个话题。,她的肚子没有再叫。像已经退出这个话题。,肚子不叫。,,
f0_028,forum_post,,【巴别塔】我感到割裂。不是两半。是很多很小的截图。,【巴别塔】我感到割裂。不是两半。是很多很小的截图。,很多截图。,,
f0_029,narrator,,路边的广告牌被风刮歪。上面的笑脸正好缺了一只眼睛。,路边的广告牌被风刮歪。上面的笑脸正好缺了一只眼睛。,广告牌歪了。,,
f0_030,forum_post,,【巴别塔】请不要死。请幸福的。句子没写完就发出去了。,【巴别塔】请不要死。请幸福的。句子没写完就发出去了。,请不要死。,,
f0_031,narrator,,她走过一座小桥。桥下的水很浅。浅得藏不住任何倒影。,她走过一座小桥。桥下的水很浅。浅得藏不住任何倒影。,小桥浅水。,,
f0_032,forum_post,,【巴别塔】我会是你死去的朋友吗。这个问题不适合发在公开版。,【巴别塔】我会是你死去的朋友吗。这个问题不适合发在公开版。,死去的朋友。,,
f0_033,narrator,,塔越来越近。它不像建筑。更像一条竖起来的路。,塔越来越近。它不像建筑。更像一条竖起来的路。,塔像路。,,
f0_034,forum_post,,【巴别塔】我如此期待悲剧性的情节。并在空想中把自己放在正中间。,【巴别塔】我如此期待悲剧性的情节。并在空想中把自己放在正中间。,期待悲剧。,,
f0_035,narrator,,风从塔那边吹来。带着铁锈和湿木头的味道。,风从塔那边吹来。带着铁锈和湿木头的味道。,铁锈和湿木头。,,
f0_036,forum_post,,【巴别塔】梦到一些诡异的春天。如此没有实感。像背景贴错了。,【巴别塔】梦到一些诡异的春天。如此没有实感。像背景贴错了。,诡异春天。,,
f0_037,narrator,,她终于抬头。绿色的点在塔顶闪。,她终于抬头。绿色的点在塔顶闪。,绿点闪烁。,,
f0_038,forum_post,,【巴别塔】没有力气。我的意识被雨打湿。拧不干。,【巴别塔】没有力气。我的意识被雨打湿。拧不干。,意识被雨打湿。,,
f0_039,narrator,,塔底没有门。只有梯子。细长。笔直。没有装饰。,塔底没有门。只有梯子。细长。笔直。没有装饰。,塔底梯子。,,
f0_040,forum_post,,【巴别塔】我找不到自毁倾向的来源。也许来源比较擅长躲猫猫。,【巴别塔】我找不到自毁倾向的来源。也许来源比较擅长躲猫猫。,找不到来源。,,
f0_041,forum_post,,【巴别塔】我需要一场真正的大冒险。不要教程。不要新手保护。,【巴别塔】我需要一场真正的大冒险。不要教程。不要新手保护。,真正的大冒险。,,
f0_042,forum_post,,【巴别塔】我在试图重新创造自己。材料不足。螺丝多出来三颗。,【巴别塔】我在试图重新创造自己。材料不足。螺丝多出来三颗。,重新创造自己。,,
f0_043,forum_post,,【巴别塔】耳鸣。失眠。莫名其妙的疼痛。它们在排队领号码。,【巴别塔】耳鸣。失眠。莫名其妙的疼痛。它们在排队领号码。,疼痛排队。,,
f0_044,forum_post,,【巴别塔】我完蛋了。这个句子每次发出去都很轻。轻得不像真的。,【巴别塔】我完蛋了。这个句子每次发出去都很轻。,我完蛋了。,,
f0_045,forum_post,,【巴别塔】多重人格或者梦结局什么的是世界上最烂的结尾。,【巴别塔】多重人格或者梦结局什么的是世界上最烂的结尾。,最烂结尾。,,
f0_046,forum_post,,【巴别塔】我的大脑在腐朽。可腐朽也要联网。,【巴别塔】我的大脑在腐朽。可腐朽也要联网。,大脑腐朽。,,
f0_047,forum_post,,【巴别塔】我需要不可思议的人物或者事件来告诉我这个世界是假的。,【巴别塔】我需要不可思议的人物或者事件来告诉我这个世界是假的。,需要不可思议。,,
f0_048,forum_post,,【巴别塔】穿过某个站台后。带绿的蓝色开始侵犯一切。太阳要接管世界了。,【巴别塔】穿过某个站台后。带绿的蓝色开始侵犯一切。太阳要接管世界了。,太阳要接管。,,
f0_049,forum_post,,【巴别塔】我在塔顶看到哈吉米了。,【巴别塔】我在塔顶看到哈吉米了。,看到哈吉米。,,
f0_050,system,,,,,,env_switch:tower_base
f0_051,emida,neutral,到了。,到了。,到了。,,
f0_052,emida,neutral,第二巴别塔的底部比想象中安静。,第二巴别塔的底部比想象中安静。,塔底安静。,,
f0_053,emida,internal,所有帖子。所有梦。所有传言。最后都把我带到这根梯子前。,所有帖子。所有梦。所有传言。最后都把我带到这根梯子前。,来到梯子前。,,
f0_054,narrator,,梯子上贴着一张褪色标签。语言。,梯子上贴着一张褪色标签。语言。,标签写着语言。,,
f0_055,emida,neutral,真没品。,真没品。,真没品。,,
f0_056,narrator,,她笑了一下。然后开始爬。,她笑了一下。然后开始爬。,开始爬。,,
f0_057,system,,,,,,climb_start
f0_058,narrator,,点击攀爬。一次三阶。,点击攀爬。一次三阶。,点击攀爬。,,
f0_059,crowd,,頑張れ。,頑張れ。,加油。,,
f0_060,crowd,,快到了。,快到了。,快到了。,,
f0_061,crowd,,You're almost there.,You're almost there.,快到了。,,
f0_062,emida,breathless,我知道。,我知道。,我知道。,,
f0_063,memory_text,,记忆从手指缝里开始漏。先是名字。然后是门牌。然后是回家的路线。,记忆从手指缝里开始漏。先是名字。然后是门牌。然后是回家的路线。,记忆漏出。,,memory_text
f0_064,memory_text,,差不多两三岁的时候。我用火柴烧掉过一整个房间。,差不多两三岁的时候。我用火柴烧掉过一整个房间。,火柴和房间。,,memory_text
f0_065,crowd,,もう少し。,もう少し。,再一点。,,
f0_066,crowd,,别停。,别停。,别停。,,
f0_067,emida,breathless,……嗯。,……嗯。,嗯。,,
f0_068,memory_text,,还好是旧房子。整个院子也没有什么人。没有谁有事。,还好是旧房子。整个院子也没有什么人。没有谁有事。,没有谁有事。,,memory_text
f0_069,crowd,,你叫什么名字。,你叫什么名字。,名字。,,
f0_070,crowd,,Say it.,Say it.,说出来。,,
f0_071,emida,shaken,埃……,埃……,埃。,,memory_text
f0_072,memory_text,,说实话我没什么记忆了。只是家人在我记事后告诉过我这件事。,说实话我没什么记忆了。只是家人在我记事后告诉过我这件事。,没有记忆。,,memory_text
f0_073,crowd,,连接完成。,连接完成。,连接完成。,,
f0_074,crowd,,再说一次。,再说一次。,再说一次。,,
f0_075,emida,shaken,我……我叫什么来着。,我……我叫什么来着。,叫什么。,,
f0_076,memory_text,,也许是幻觉还是想象。我总能看见一片红色吃掉世界的样子。,也许是幻觉还是想象。我总能看见一片红色吃掉世界的样子。,红色吃掉世界。,,memory_text
f0_077,narrator,,几乎黑色的背景上。名字亮了一下。,几乎黑色的背景上。名字亮了一下。,名字亮了一下。,,
f0_078,narrator,,埃弥亣。,埃弥亣。,埃弥亣。,,memory_text
f0_079,narrator,,然后熄灭。,然后熄灭。,熄灭。,,
f0_080,system,,,,,,env_switch:tower_top
f0_081,emida,breathless,到了。,到了。,到了。,,
f0_082,narrator,,塔顶没有旧电脑。没有答案。只有夕阳。,塔顶没有旧电脑。没有答案。只有夕阳。,只有夕阳。,,
f0_083,emida,calm,好美啊。,好美啊。,好美。,,
f0_084,girl,calm,好美啊。,好美啊。,好美。,,
f0_085,narrator,,女孩站在她身边。和她一模一样。,女孩站在她身边。和她一模一样。,女孩一样。,,
f0_086,emida,calm,你好。,你好。,你好。,,
f0_087,girl,calm,你好。,你好。,你好。,,
f0_088,emida,calm,我明白了。,我明白了。,明白了。,,
f0_089,emida,calm,我真的明白了吗。,我真的明白了吗。,真的明白吗。,,
f0_090,narrator,,她回头看向屏幕。,她回头看向屏幕。,看向屏幕。,,
f0_091,emida,calm,虽然我不认识你。,虽然我不认识你。,不认识你。,,
f0_092,emida,calm,但感觉好像在哪里见过。,但感觉好像在哪里见过。,见过你。,,
f0_093,emida,calm,你不觉得夕阳很美吗。,你不觉得夕阳很美吗。,夕阳很美。,,
f0_094,player,,是啊……确实好美……,是啊……确实好美……,确实好美。,,keyboard_sim:8
f0_095,system,,,,,,red_flash
f0_096,narrator,,话还没有说完。她已经不在塔顶。,话还没有说完。她已经不在塔顶。,她跳下去了。,,
f0_097,system,,,,,,env_switch:black
f0_098,narrator,,她跳下去了。,她跳下去了。,她跳下去。,,
f0_099,narrator,,声音很迟才传上来。,声音很迟才传上来。,声音很迟。,,
f0_100,system,,,,,,env_switch:blood
f0_101,memory_text,,差不多兩三歲的時候我用火柴燒掉過一整個房間。還好是舊房子。整個院子也沒有什麼人。沒有誰有事。,差不多兩三歲的時候我用火柴燒掉過一整個房間。還好是舊房子。整個院子也沒有什麼人。沒有誰有事。,第一段回忆。,,memory_text
f0_102,memory_text,,說實話我沒什麼記憶了。只是我家人在我記事後有告訴了我這件事。,說實話我沒什麼記憶了。只是我家人在我記事後有告訴了我這件事。,第二段回忆。,,memory_text
f0_103,memory_text,,也許是幻覺還是想像。我總能看見一片紅色吃掉世界的樣子。,也許是幻覺還是想像。我總能看見一片紅色吃掉世界的樣子。,第三段回忆。,,memory_text
f0_104,memory_text,,後來搬走後我再沒回過那個房子。也不知道有沒有重新裝修。那棟房子應該一直空著到現在。,後來搬走後我再沒回過那個房子。也不知道有沒有重新裝修。那棟房子應該一直空著到現在。,第四段回忆。,,memory_text
f0_105,memory_text,,我已經很多年沒有回過那裡了。那裡刮著最南邊的海風。大概很潮濕。,我已經很多年沒有回過那裡了。那裡刮著最南邊的海風。大概很潮濕。,海风。,,memory_text
f0_106,memory_text,,我想起一些很好的事情。塑料盆里的水。门口晒着的拖鞋。有人叫我吃饭。,我想起一些很好的事情。塑料盆里的水。门口晒着的拖鞋。有人叫我吃饭。,美好回忆。,,memory_text
f0_107,memory_text,,那天没有塔。没有论坛。没有需要解释的词。只有很热的下午。,那天没有塔。没有论坛。没有需要解释的词。只有很热的下午。,很热的下午。,,memory_text
f0_108,memory_text,,我记得我笑了。可能是真的。也可能是最后一次看见它时才补上的笑。,我记得我笑了。可能是真的。也可能是最后一次看见它时才补上的笑。,我笑了。,,memory_text
f0_109,memory_text,,…………,…………,省略号。,,memory_text
f0_110,system,,,,,,credit_roll
